course_code,professor,lecture_id,year,semester,review
COSE111,유용재,153333,2025,1,"선형대수학에 대해 배우는 교과목

전반기(중간고사 전)에는 행렬식과 역행렬, 벡터공간과 일차독립, 고윳값 등을 배움.
후반기(중간고사 후)에는 마르코프 체인, 그람-슈미츠 과정, 특잇값, 행렬을 이용한 최소제곱 문제의 풀이, 이차형식의 응용 등을 배움.

수업 난이도는 전반적으로 높고, 수업 진도도 타 교수님에 비해 빠른 편이지만, 유튜브 채널 KU OCW에 복습 영상이 올라오고, 교수님도 수업 내용에 대한 질문을 잘 받아주셔서  수업을 따라가는 것 자체는 어렵지 않음. 수업 교재는 없으며, 교수님이 자체 제작하신 ppt 파일이 제공됨.

출석체크는 구글 폼을 이용하여 자주하지만, 이는 출석 미달에 의한 F학점 부여로 인한 것이고, 출석률은 학점에 반영되지 않음(F학점 제외)

중간 45%, 기말 45%, 과제물 10%(중간 1회, 기말 1회), CHALLENGE가 성적에 반영되며, CHALLENGE는 통과한 학생의 경우 한 단계 위의 학점을 부여하는 시스템임. CHALLENGE로 학점 상승이 가능하기 때문에, A이상의 학점을 받기 굉장히 쉬움.

시험 (중간, 기말)은 15문제 (객관식 5지선다 5문제, 단답식 (0~999) 10문제)를 총 60분 동안 보는데, 상당히 어려운 편임. 이론에 대한 증명 과정과 관련된 문제는 아예 안 나옴. 개념에 대한 응용이 중요하며, 창의력이 요구되는 문제가 많음.

교수님은 굉장히 친절하시고, 강의력도 좋으심. 카카오톡 오픈채팅방을 이용하여 익명으로 질문을 남길 수 있음.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"고트입니다 그냥 들으세요
강의 자료가 한국어라 한국인이 듣기 편하고, 이에 걸맞는 강의력을 갖추셨습니다
대한민국 입시를 치뤄 본 사람들한테는 약간 인강 1타 강사 따라가는 느낌입니다
강의영상은 유튜브에 일주일 내외 후 유튜브에 그대로 올라갑니다
따라서 대리출석 맡기시거나 수업 이해 못하셨어도 충분히 따라가실 수 있습니다
또... 시험이 약간 내신/수능 느낌으로 어렵긴 한데, 그만큼 컷이 레전드로 낮습니다
기한 내에 제출만 하면 만점인 10점짜리 과제와 더불어 
열심히만 풀면 통과되는, 학점을 한 단계 상승시켜주는 챌린지 과제를 통과했다는 가정하에
시험 90점 만점에 25점만 맞아도 에제 주시더라고요(이게 진짜 말이 안 됨)
에쁠은 50점이 컷입니다
참고로 중간 기말 중앙값 합산은 48.3점 이었습니다... 대충 이해하셨을 거라고 믿습니다
공부를 하실 의지가 있으시다면 에제는 확정적으로 나옵니다
그리고 아무래도 노력 대비 에쁠을 받기 가장 쉬운 전수가 아닐까 싶습니다
이거 말고도 장점이 수두룩 빽빽한데, 잡으실 수 있으시면 잡으세요.
보통 명강과 꿀강은 둘로 갈리는데, 이 강의는 명강이자 꿀강입니다. 
둘 중에서 굳이 고를 수도 없습니다. 최고의 명강이자 최고의 꿀강입니다
수학적 증명을 아주 깊게 다루지는 않으니
(그러나 수업에 필요한 수준+알파까지는 다 설명해 주십니다. 수강생 배려 차원이라고 보시면 됩니다) 
이 점만 참고하시면 좋을 것 같습니다
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"그저 대 용 재

처음 맡는 수학 분야 강의라고 하셨는데 역시나 소문에 걸맞게 강의력이 그저 고트십니다
PPT도 엄청 직관적이고 잘 되어있어서 필기만 잘 하시면 행렬을 아예 모르는 상태에서도 이해하는 데에 큰 문제가 없을 겁니다

중간 기말 각각 과제 1번씩 있고 중간 기말고사가 있습니다. 과제는 그리 어려운 편은 아니고 15~20문제 중 5문제를 풀고 답과 풀이를 캡쳐해서 제출하는 방식입니다.
틀리든 맞든 답안을 보든 잘 성심성의껏 풀이만 쓰고 밝히면 만점을 주시고, 그리고 과제 제출 전에 답안을 (영상 또는 풀이 파일) 공개해주셔서 시험공부를 하는 데에도 큰 도움이 됩니다

시험은 다만 조금 어려운 편입니다 특히 선형대수학의 특성상 단순 계산에서 실수하면 좀 큰일이 나는 시험입니다 (저는 실제로 계산 실수때문에 기말을 망했습니다...)
그래도 과제를 다 풀고 강의도 꾸준히 듣고 한 1~2주 정도(노베이스 기준) 공부하면 평균 이상은 나오는 시험입니다 (노베이스여도 수업만 잘 들으시면 Q3 이상도 충분히 가능합니다...!)

기말 끝나면 챌린지라는 게 있는데 학점 구원 제도입니다 즉 B0 -> B+, A0 -> A+ 이렇게 한 단계씩 학점을 올려주십니다. 하지만 챌린지를 풀기 전엔 자신의 학점을 알 수 없고 또 챌린지 문제가 극악으로 어려운 수준도 아니니 한 번쯤 풀어보시는 걸 추천드립니다 한 2~3시간 정도 투자하면 제출할 수 있는 것 같습니다

그리고 중간 기말 점수 및 최종 학점 및 학점컷을 학번까지 다 해서 공지를 해주십니다 그래서 자신이 어디서 까였는지, 점수가 어떻게 나왔는지 다 알 수가 있습니다
이번 학기 기준 컷(기존학점, 챌린지 제외)은 70/60/35/15/5였습니다 학점도 후한 편입니다저 대 용 재

처음 맡는 수학 분야 강의라고 하셨는데 역시나 소문에 걸맞게 강의력이 그저 고트십니다
PPT도 엄청 직관적이고 잘 되어있어서 필기만 잘 하시면 행렬을 아예 모르는 상태에서도 이해하는 데에 큰 문제가 없을 겁니다

중간 기말 각각 과제 1번씩 있고 중간 기말고사가 있습니다. 과제는 그리 어려운 편은 아니고 15~20문제 중 5문제를 풀고 답과 풀이를 캡쳐해서 제출하는 방식입니다.
틀리든 맞든 답안을 보든 잘 성심성의껏 풀이만 쓰고 밝히면 만점을 주시고, 그리고 과제 제출 전에 답안을 (영상 또는 풀이 파일) 공개해주셔서 시험공부를 하는 데에도 큰 도움이 됩니다

시험은 다만 조금 어려운 편입니다 특히 선형대수학의 특성상 단순 계산에서 실수하면 좀 큰일이 나는 시험입니다 (저는 실제로 계산 실수때문에 기말을 망했습니다...)
그래도 과제를 다 풀고 강의도 꾸준히 듣고 한 1~2주 정도(노베이스 기준) 공부하면 평균 이상은 나오는 시험입니다 (노베이스여도 수업만 잘 들으시면 Q3 이상도 충분히 가능합니다...!)

기말 끝나면 챌린지라는 게 있는데 학점 구원 제도입니다 즉 B0 -> B+, A0 -> A+ 이렇게 한 단계씩 학점을 올려주십니다. 하지만 챌린지를 풀기 전엔 자신의 학점을 알 수 없고 또 챌린지 문제가 극악으로 어려운 수준도 아니니 한 번쯤 풀어보시는 걸 추천드립니다 한 2~3시간 정도 투자하면 제출할 수 있는 것 같습니다

그리고 중간 기말 점수 및 최종 학점 및 학점컷을 학번까지 다 해서 공지를 해주십니다 그래서 자신이 어디서 까였는지, 점수가 어떻게 나왔는지 다 알 수가 있습니다
이번 학기 기준 컷(기존학점, 챌린지 제외)은 70/60/35/15/5였습니다 학점도 후한 편입니다 초기 학점 기준 A+이 18퍼 정도입니다 (챌린지 포함하면 약 30퍼)

꼭 전산수학을 분반을 옮기신다 하면 유용재 교수님 분반으로 옮기라고 추천드리고 싶습니다 제발....

아니 그리고 유용재 교수님 이 평 보고 계시면 제발 2학기에 전수2나 자구 열어주시면 안되나요? 제발제발제발제발
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"교수님의 강의 진행 능력이 뛰어나고 잡다한 증명 대신 실사용 능력만 요구하십니다. 출석도 확인하시지만 점수에는 들어가지 않습니다. 과제도 제출만 보셔서 쉽게 할 수 있을겁니다. 다만 증명 대신 실사용능력을 중요시 하시기에 시험 문제가 내신처럼 응용능력을 물어보는 주관식(부분점수x, 서술형x) 로 나옵니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"강의 내용 : CS수준에서의 선형대수학을 다룹니다. 강의 목적에 맞게 깊은 증명들은 skip 하시는 편이시고, 실무적 사용이 높은 내용들을 주로 다뤘다고 하십니다.
선형대수학의 내용을 CS에서 다루는 점에서는 정말 좋은 강의라고 생각합니다. 다만 행렬의 기본적인 선형적 연산에 대한 개념도 skip하셨고, 가우스 소거법도 스킵하셔서 행렬에 관한 깊은 개념에 중간중간 공백이 생겼었고, 이에 관한 탐구는 스스로 했어야 됐습니다.

행렬과 행렬의 연산, 고유값과 특이값, 이차형식, 최대최소, 고유/특이값 분해, 마르코프 체인 등에 관해 배웁니다. 

교수님 강의력 자체가 진짜 짱이십니다. 듣기만 해도 일단 이해는 된다고 보시면 됩니다. 강의 듣는거 자체가 공부다 라는 말이 와닿습니다. 물론 거기서 멈추면 안됩니다...

추천합니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"학습량: ★★★☆☆ (3/5) : 과목이 과목이다 보니, 학습량이 적을 수는 없음.
강의력: ★★★★★ (5/5) : 뛰어남. 수업만 들어도 내용을 이해하는데 문제가 없음.
난이도: ★★★★☆ (3/5) : 과목이 과목이다 보니 난이도가 있기도 하고, 시험 난이도도 높게 내는 편
성취감: ★★★★★ (5/5) : 학점 잘줌
비고: 익명으로 질문이 가능한 오픈채팅방 운영하시고, 메일로 1대1 질문도 가능. 학점을 1단계 올려주는 챌린지 문제가 존재하기 때문에 학점도 굉장히 잘 주시는 편. 출석체크는 QR코드로만 진행함.

요약: 좀처럼 보기 힘든 명강 + 꿀강. 박혀나왔다면 행정실에 절할 것.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"대용재의 강의를 아직도 듣지 않으셨다니 경악을 금치 않을 수 없습니다...
강의력은 물론이고 피피티와 커리큘럼도 치밀하게 잘 짜여있습니다.
학기가 끝날 즈음에, 학기 초에 배웠던 내용과 지금 배우는 내용의 연결 고리를 깨닫는 순간 굉장한 성취감을 느낄 수 있을 것입니다..
과제는 거의 없다고 보셔도 되고, 출석 체크는 매번하지만 F컷만 넘기면 학점에는 영향을 주지 않습니다.

추가로 이 강의의 특징을 말씀드리자면,

1. 한국어 수업을 지향하셔서 용어도 대부분 한국어로 되어 있습니다.
혹시 이전에 영어로 공부하셨던 분들은 약간 헷갈리실 수도 있을 듯합니다.

2. 중간, 기말고사가 오지선다형과 단답형으로 이루어진 수능 형식입니다.
즉, 답만 맞으면 정답 처리되지만, 실수로 답을 잘못 적는다면 얄짤없이 오답 처리된다는 단점이 있습니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"들을 수 있다면 꼭 들으세요! 1교시고 뭐고 일단 들으세요. 출석체크는 1/3이상 결석시 F이기 때문에 체크하시는 거고 결석 몇 번 해도 점수 하나도 안깎입니다. 과제로 올려 주시는 문제는 틀린 답 써서 내도 점수 그대로 주십니다. 시험은 어렵긴 한데 그만큼 절대평가 컷을 낮춰 주셔서 결국 학점을 잘 주십니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"우선 강의력이 말도 안되게 좋으심... 이세상 어떤 강의더라도 대 용 재 교수님이 수업하신다면 다 듣고싶을 정도로 강의력이 좋으심
항상 QR로 출석 검사하셔서 지인 중에 한 명이라도 강의에 가는 사람이 있다면 단 한차례도 강의실에 가지 않고 출석 만점을 받을 수 있음
추가로 강의 자료에 있는 내용만 가지고 수업하시고 그 외의 내용을 수업시간에 말씀하시더라도 시험엔 출제하지 않으시니 강의 안가도 시험에도 지장없음
사실 시험이 좀 많이 어렵긴 한데 모두에게 공평하게 어려우니 강의 자료만 잘 보고 공부 열심히하면 A+은 웬만하면 받을 수 있음

대 용 재 알고도 듣고싶어요..
이 강의를 추천!학점을 '보통'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"교수님께서 설명을 너무 잘 하십니다. 
별도의 교재가 있지는 않고 PPT 슬라이드 제작하신 것을 사용하시는데 수업 내용도 너무 알차고 재미있었습니다 
궁금하신 분들은 유튜브로 공유가 되어있으니 검색해보시는 것도 추천드립니다. 

시험 문제 난이도는 조금 있는 편인데 실수해서 등수 미끌어지는 것보다 문제가 어려운 것이 낫다고 생각하신다고 하셨습니다. 
시험은 1시간동안 15문제? 정도였던 것 같고 OMR 에 체크합니다. 
Ppt 슬라이드에 나온 문제들이랑 시험 저넹 연습문제 20문제정도 뿌려주시는데 
시험에 그대로 절대 나오지 않으니 외우실 필요는 없으나 어떤 문제가 나와도 풀 수 있게 연습은 충분히 하셔야 합니다. 
질문 있으면 카카오톡 오픈채팅방이 있으니 거기로 질문하면 교수님께서 답장 주셔서 도움 많이 되었습니다. 
성적은 분포랑 같이 전부 가려서 공개해주십니다. 
성적을 반등급 올릴 수 있는 챌린지가 학기말에 있습니다. 

단점이라고는 연습문제가 많이 없다는 거? 하지만 더 필요하시다면 아무 선형대수 책 잡고 푸시면 됩니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"많이 어렵지만 명강. 아예 노베였는데도 이해가 됐을만큼 교수님의 강의력이 좋으심. 모든 내용을 쌩기초부터 설명해주셔서 이해가 잘 됨. 하지만 시험 내용이 진짜 진짜 어려움. 
중간과 기말 둘 다 망쳤음에도 A0를 받았을 정도로 학점은 잘 주심.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"유용재 교수님 역시 유명한 만큼 만족할 수 있던 강의였습니다. ppt나 수업도 초보자에게 맞춘듯한 난이도였습니다. 또한 시험문제도 대부분 수업에서 풀었거나 시험대비용으로 주신 문제내에서 일부 변형되어 나왔다고 느낀만큼 공부를 한만큼 점수도 충분히 잘 나왔습니다. 그리고 챌린지, 학기 마지막에 주는 챌린지 문제를 통해 학점을 한단계 높일 수 있는만큼 학점을 받기 수월했다고 생각합니다. 찬양해라 갓용재!
학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"어떤 과목이든 좋은 성적 받고 싶다면 무조건 유용재 교수님입니다. 
시험 그냥저냥 봐도 챌린지 과제 제출하면 학점을 하나 올려주시기 때문에 딱 적당한 부담으로만 공부했습니다. 
A0 정도만 맞을 생각이었기에 해당 과목은 시험 며칠 전에만 적당히 공부하고 매번 평균보다 아주 조금만 높은 점수를 받았고 과제, 챌린지 과제 모두 제출했습니다. 
챌린지 과제 인정되어 학점이 하나 올라 A0 받았습니다. 

무엇보다 다른 전수 강의보다 증명, 이론적인 내용을 깊게 다루지 않고 실용적인 부분들만 다루어 컴과 학생들에게 매우 좋은 전수 강의였다고 생각합니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"컴과에 오면서 가장 만족스러운 강의 중 하나. 교수님의 강의력도 훌륭하시고 학점도 잘 주심. 솔직히 정보대 왔으면 아 교수님 수업은 개설되는대로 듣는걸 추천 제발
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"항상 믿고 듣는 유용재 교수님의 수업입니다. 학점을 정말 잘 주시고, 수업 난이도는 높지 않아서 편한 강의를 듣고자 한다면 고민할 여지가 없습니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"정말 꿀강과 명강을 동시에 잡은 강의.
ppt가 전부 한글로 친절히 설명되어있음.
시험이 살짝 어려우나 학점컷이 널널함
학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"일단 출석은 초반엔 아예 안하시다가 한 4~5주차부터 qr 출석 하기 시작하심. 근데 교수님 피셜 출석은 점수에 반영안된다고...
시험 공부만 적당히 해도 A0는 받을 수 있음 A0 받고 챌린지 제출해서 A+받으면 됨
레전드 고트교수님...
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"교수님 강의력이 정말 좋으십니다.  
출석은 QR 코드 링크를 통해 진행돼서 대리출석하는 경우가 많습니다.
시험은 기초과목치고 어려운 편으로, 만점이 45점인데 평균은 20점대 초중반이 나옵니다. 시험이 계산과 타임어택 위주로 너무 고등학교스럽게 출제되는 점은 조금 아쉽습니다.
챌린지 문항을 풀면 학점을 한 단계 올릴 수 있어서 웬만하면 A0는 나오기 때문에 학점 걱정은 안하셔도 됩니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"발음과 강의력이 정말 좋으시고 질문도 오픈채팅방 통해서 수시로 받아주십니다.
출석 점수 없고 강의 녹화 영상을 올려주셔서 1교시인데도 부담이 적습니다. 
쉬운 수업과 과제로 학기중엔 편한 대신 시험은 난이도가 좀 있는 편입니다.
학기 말에 해결하면 학점을 한 단계 올려주는 과제도 있어 학점 받기에 정말 좋습니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"교수님의 강의력이 매우 좋아서 이해하기 쉬웠습니다. 마치 인강을 듣는 느낌이어서 고등학교 수업같은 느낌이었습니다. 출석 점수가 없어서 매우 좋습니다. 과제도 연습문제 5개만 풀어서 제출하는 식이어서 부담이 적습니다. 하지만 중간 기말은 매우 어려운 편입니다.
이 강의를 추천!학점을 '보통'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"강의력이 굉장히 좋으셨습니다. 처음보는 내용인데도 굉장히 이해가 잘 되었고 강의도 지루함 없이 들을 수 있었습니다. 과제량도 적은 편이여서 부담감도 적었습니다. 하지만 강의 내용 자체가 생소한 것들이 많아서 복습이 조금 필요한 약간의 난이도가 있는 강의였던 것 같습니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"수업 내용이 전부 녹화되어 유튜브에 업로드가 되어 학습하기 매우 편했습니다. 게다가 출석도 부르지 않으시는 터라 1-2교시임에도 출석에 대한 걱정을 하는 동기들은 없었습니다. 교수님께서 설명을 정말 잘 해주시고 기초부터 차근차근 가르쳐주셔서 따라가기도 편했고, 무엇보다 강의자료가 무척 설명이 잘 되어 있었습니다. 학점도 잘 주신다고 알고 있습니다. 다만 같은 과목의 타 교수님과 비교했을 때 아주 기본적인 내용이 빠져 있는 경우가 있었고, 모든 용어를 한국어로 가르쳐 주셔서 이후의 학습이 걱정되는 부분이 있었습니다. 게다가 시험 문제도 개념의 깊은 이해도보다는 응용력과 사고력을 시험하는 수능 형태의 문제로 이루어져 있어 선형대수학의 이해에 도움이 될 지 우려스러웠습니다. 전체적으로 꿀강이지만 생각하는 것만큼 명강이 아닐 수도 있을 것 같습니다.
학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"유용재 교수님 전산수학 수업은 처음 열린 거라 기출이 없었던 게 아쉽긴 했지만 성적은 정말 잘 주십니다.
학기말에 챌린지 과제가 있어서 이 과제를 제출한다면 성적을 한 단계 업그레이드 해주셔요!
강의력 좋으셔서 이해도 잘 되고 항상 학생들을 배려해주신다는 게 느껴집니다 ㅎㅎ
영상보고 복습도 가능하고 출결도 안 본다고 할 수 있고 심지어 오픈채팅방으로 언제든 질문이 가능해요
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"교수님이 아주 강의를 잘 해주십니다. 수업 내용이 쉽지는 않지만, 수업을 듣다 보면 자연스럽게 배울 수 있는 수준입니다. 다만, 시험이 꽤나 어려워서 시험을 보고 난 뒤에 당황을 할 수도 있지만, 성적을 잘 주시는 교수님이시니 시험 점수가 낮더라도 높은 성적을 얻을 수 있을 거에요
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"진짜 지립니다 이거 명강이에요 물론 저는 안들었는데 이거 친구들이 진짜 좋다고 저빼고 다들어서 저는 내년에 무조건 들을려고합니다 이거 진짜 개꿀강이에요 제발 꼭 들어야합니다 저 이거 못참습니다 여러분 그냥 과제 열심히 하세요 시험기간에 그러면 시험점수 나옵니다 심지어 기출문제 교수님이 다 뿌려주십니다 꼭 들으세요ㅎㅎ
아직 50자가 안채워 졌나 봅니다 하지만 저는 말 더 안할께요 그냥 끝낼께요 이거 최곱니다
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"대용재
유용재교수님 항상느끼는건데 강의력 정말 좋으십니다 
설명깔끔하고 자료좋고 기출도 다 알려쥬셔서 너무좋아요
그리고 복습영상도 유튜브에있어서 공부하기 너무 좋앗씁니다
학점을 '기대 이상'(이)라 평가한 강의평입니다."
COSE111,유용재,153333,2025,1,"교수님께서 수업을 너무 잘 하셔서 수학 강의인데도 정말 재미있게 들었습니다.

시험 난이도는 수업 시간에 다룬 문제들 보다 조금 어렵지만, 교수님께서 적절히 컷을 조절해 주시고 학기 말에 교수님이 내주시는 첼린지 문제를 풀면 학점을 한 단계 올려주셔서 학점 받기도 쉽다고 생각합니다.

과제는 문제 10개만 풀면 됩니다. 시험 문제보다 쉽습니다.
이 강의를 추천!학점을 '기대 이상'(이)라 평가한 강의평입니다."
